gene_ids,gene_names,logFC,CI.L,CI.R,AveExpr,t,P.Value,adj.P.Val,B
ENSG00000119457,SLC46A2,0.584271781974777,0.531506199630456,0.637037364319097,0.308173018400697,22.850135603397,7.93080852901725e-18,1.31437289751403e-13,30.4327233409945
ENSG00000118520,ARG1,0.781059305225003,0.70432333147411,0.857795278975895,3.38554639014393,21.0043674602062,5.48516124631062e-17,4.5452788667553e-13,28.6506158171779
ENSG00000135218,CD36,0.668872118207857,0.59742439216917,0.740319844246544,3.33235930783307,19.3187617677209,3.6847860548336e-16,1.85744024060538e-12,26.866146947152
ENSG00000167968,DNASE1L2,0.498829455826168,0.445082138813213,0.552576772839123,1.86997286327069,19.1522545832768,4.48305132590449e-16,1.85744024060538e-12,26.6809428434367
ENSG00000166634,SERPINB12,0.604478461668397,0.536410311293262,0.672546612043531,2.61122726610198,18.3257385626375,1.21391793291765e-15,4.02365238044883e-12,25.736117983365
ENSG00000169900,PYDC1,0.64584199580124,0.571707599800401,0.719976391802079,1.23820324269279,17.9775759904276,1.8687264853955e-15,4.68379052951659e-12,25.3249437803078
ENSG00000174502,SLC26A9,0.482127114738366,0.426637614390059,0.537616615086673,-0.305739616752585,17.9297959762747,1.98382312114973e-15,4.68379052951659e-12,25.2678864378869
ENSG00000084110,HAL,0.76138125631202,0.67323959248296,0.84952292014108,3.81322627635226,17.8256568522869,2.26092585748704e-15,4.68379052951659e-12,25.1429928042582
ENSG00000244617,ASPRV1,0.750795930589464,0.660417741080259,0.841174120098669,4.67913088240069,17.1428441976061,5.418136430767e-15,9.00126136003329e-12,24.3055334112609
ENSG00000269342,TREX2,0.466237781063858,0.409750467024333,0.522725095103383,0.608230828145991,17.0326077008166,6.25662193288382e-15,9.00126136003329e-12,24.1672332428572
ENSG00000183479,TREX2,0.466237781063858,0.409750467024333,0.522725095103383,0.608230828145991,17.0326077008166,6.25662193288382e-15,9.00126136003329e-12,24.1672332428572
ENSG00000135362,PRR5L,-0.395725278720237,-0.44375756623053,-0.347692991209943,2.38160171284808,-17.0014173556961,6.51753673567848e-15,9.00126136003329e-12,24.1279426706292
ENSG00000118596,SLC16A7,0.341222123391969,0.299374706731123,0.383069540052814,1.19445001847492,16.8264745609683,8.20582072806313e-15,1.04611589943223e-11,23.9062479440172
ENSG00000241978,AKAP2,-0.384352815257025,-0.431973448378013,-0.336732182136038,2.97490017817448,-16.6555702500783,1.02969435985708e-14,1.21893747327938e-11,23.6874862924826
ENSG00000107984,DKK1,-0.690842178790286,-0.777238180765212,-0.60444617681536,4.49333279677151,-16.5009825362207,1.26655248491886e-14,1.34580291506176e-11,23.4877239770421
ENSG00000050628,PTGER3,0.437548859183343,0.382766508025459,0.492331210341226,0.652098944787524,16.4820221554693,1.29927271109564e-14,1.34580291506176e-11,23.4630983064634
ENSG00000100292,HMOX1,0.498213085411049,0.435639553723172,0.560786617098926,3.23090458764811,16.4304352264598,1.39281423569245e-14,1.35783001930183e-11,23.3959587438862
ENSG00000089723,OTUB2,0.32236431459371,0.281278520015064,0.363450109172356,1.94742734967281,16.1912312119694,1.92728852654742e-14,1.77449737502613e-11,23.0819648947738
ENSG00000164929,BAALC,0.611883235118417,0.533594505618027,0.690171964618807,1.25164286566401,16.1284976088782,2.10004669239538e-14,1.83179335963519e-11,22.9988814651524
ENSG00000236939,C8orf56,0.720835010980428,0.627670632816195,0.813999389144661,1.5651004627473,15.9665317082076,2.62451226948635e-14,2.17480209210986e-11,22.7829443335094
ENSG00000028277,POU2F2,-0.432601390210723,-0.488793858392354,-0.376408922029092,2.30804961681063,-15.8867260847599,2.93127539279691e-14,2.31333462308682e-11,22.6757795701045
ENSG00000049089,COL9A2,-0.418779402086656,-0.473381787767811,-0.364177016405501,0.907080002259161,-15.8269889599937,3.18510583962608e-14,2.39939814000559e-11,22.5952294895746
ENSG00000170989,S1PR1,-0.380833931751567,-0.430733961692269,-0.330933901810865,0.206040495902617,-15.7492339887281,3.55009261417163e-14,2.55807325628985e-11,22.4899532735303
ENSG00000143520,FLG2,0.742370182292572,0.644526356478585,0.84021400810656,4.69747545155054,15.6571134793773,4.03934506160879e-14,2.7893360710851e-11,22.3645922038665
ENSG00000048052,HDAC9,-0.36929514022081,-0.418805198305396,-0.319785082136224,2.03191211494196,-15.3923440402632,5.87493191350516e-14,3.89460986410084e-11,22.0004032248716
ENSG00000006625,GGCT,0.367347250865776,0.317838205942878,0.416856295788674,7.56297586302879,15.3114686954403,6.59413708836934e-14,4.20325515252096e-11,21.887996940807
ENSG00000248485,PCP4L1,0.488401228813602,0.422404425789811,0.554398031837393,-0.335019997254934,15.2713860134117,6.9838696582238e-14,4.28680266095345e-11,21.8320832749806
ENSG00000178776,C5orf46,0.622044147137308,0.536200254419368,0.707888039855248,4.05770083705026,14.9532780937565,1.1064612529363e-13,6.46225797117721e-11,21.3834821090934
ENSG00000088386,SLC15A1,0.429752240389589,0.370386033906831,0.489118446872347,2.41003587839516,14.938378403694,1.13078791506751e-13,6.46225797117721e-11,21.3622566436033
ENSG00000160862,AZGP1,0.683914069794283,0.588627545721063,0.779200593867504,4.50045836571706,14.8113504808723,1.3621245774533e-13,7.52483020737784e-11,21.180511220043
ENSG00000170899,GSTA4,0.322836399315858,0.277703561367029,0.367969237264687,5.86906049165186,14.7609550342922,1.46704151361053e-13,7.84299322744106e-11,21.1080154206454
ENSG00000119912,IDE,0.289409929992596,0.248848257469779,0.329971602515413,5.25861320421419,14.7238769376227,1.54956236254126e-13,8.02528032324883e-11,21.0545339046116
ENSG00000101460,MAP1LC3A,0.313869130768376,0.269712573477412,0.35802568805934,3.64684709856831,14.6682398909742,1.68252965442848e-13,8.44986786752822e-11,20.9740541557957
ENSG00000111405,ENDOU,0.585770529344756,0.502809902784748,0.668731155904763,2.31963370895013,14.5706893793663,1.94498365793868e-13,9.48065122441699e-11,20.8322795894371
ENSG00000179242,CDH4,-0.392050780445745,-0.447727482936775,-0.336374077954715,0.515238285276506,-14.5309303826125,2.06381809160143e-13,9.77247349488873e-11,20.7742512076073
ENSG00000171060,C8orf74,0.479051241052594,0.410561679443582,0.547540802661606,-0.956235640706059,14.4338500242525,2.38669977841691e-13,1.08591058558035e-10,20.6319622544661
ENSG00000175040,CHST2,-0.280107523713962,-0.320183201485511,-0.240031845942413,-0.651091942563872,-14.4234284123504,2.42434632634243e-13,1.08591058558035e-10,20.6166366759974
ENSG00000177432,NAP1L5,0.310613254846829,0.265883401791112,0.355343107902547,-0.262597469335495,14.3300306149834,2.79051215360423e-13,1.21703047162323e-10,20.4788475324833
ENSG00000167914,GSDMA,0.301734183300769,0.258139337971027,0.345329028630512,4.6200124549278,14.2828204917879,2.9969818380088e-13,1.27356358977743e-10,20.4088946075023
ENSG00000113504,SLC12A7,-0.2649801703665,-0.30333926592785,-0.22662107480515,0.309446852932583,-14.2550787692812,3.12563799034803e-13,1.29502996035095e-10,20.3676929679694
ENSG00000154096,THY1,-0.4086371175117,-0.467937066083711,-0.349337168939688,-0.457928067715194,-14.2202784533706,3.29517139892465e-13,1.33197257547264e-10,20.3159074633139
ENSG00000196734,LCE1B,0.523710457756031,0.447214151087853,0.600206764424208,3.72112514418708,14.1278275147464,3.79346978801529e-13,1.49688511420899e-10,20.1777875790986
ENSG00000035664,DAPK2,0.251212348254142,0.214266344074299,0.288158352433986,2.61333969846961,14.0313065603877,4.39772020191913e-13,1.65912619787343e-10,20.0327352731715
ENSG00000197646,PDCD1LG2,-0.376242914506754,-0.431633083279067,-0.32085274573444,0.343474762492641,-14.0171669728034,4.49428315830769e-13,1.65912619787343e-10,20.0114126964822
ENSG00000203782,LOR,0.748450959441513,0.638173559932918,0.858728358950107,5.19467073232191,14.0055909572031,4.5749742742022e-13,1.65912619787343e-10,19.9939419645076
ENSG00000187180,LCE2C,0.699162481562921,0.596115921007678,0.802209042118164,3.50041327619332,14.0013276782797,4.60506879274591e-13,1.65912619787343e-10,19.9875045601368
ENSG00000136696,IL36B,0.522190666871572,0.444933932769041,0.599447400974104,0.40542669890342,13.9481742889156,4.99798772929325e-13,1.76237554548036e-10,19.907100456809
ENSG00000183780,SLC35F3,-0.323464131601251,-0.371759304521004,-0.275168958681498,0.144295372106043,-13.8212400286803,6.08341063347763e-13,2.00613564035426e-10,19.714002670728
ENSG00000114771,AADAC,0.625667044928952,0.532161234860818,0.719172854997087,0.749751762347789,13.8079526359865,6.21036787656043e-13,2.00613564035426e-10,19.6937002439163
ENSG00000127688,GAN,0.259787983332572,0.220956471503568,0.298619495161577,2.09244837732546,13.8057296479435,6.23187461932628e-13,2.00613564035426e-10,19.6903019814871
ENSG00000198478,SH3BGRL2,0.291991185700038,0.24827117757982,0.335711193820257,3.20486531361407,13.7820592580997,6.46572448654338e-13,2.00613564035426e-10,19.6540878038183
ENSG00000125285,SOX21,0.407235470913449,0.34623316808948,0.468237773737418,-0.25916854208452,13.7760266453684,6.52676538676541e-13,2.00613564035426e-10,19.6448496728352
ENSG00000078804,TP53INP2,0.369348722483551,0.3140150182703,0.424682426696802,2.01266496409859,13.774361041846,6.54372377994485e-13,2.00613564035426e-10,19.6422984087443
ENSG00000064989,CALCRL,0.227795288852945,0.19365220121388,0.261938376492011,1.76386603554531,13.7678634609519,6.61031693465517e-13,2.00613564035426e-10,19.6323432780802
ENSG00000135074,ADAM19,-0.424156642224236,-0.487752492363741,-0.360560792084732,-0.253389986682517,-13.7632849130751,6.65766368306789e-13,2.00613564035426e-10,19.625325909221
ENSG00000101417,PXMP4,0.329176204903436,0.279554977806755,0.378797432000118,3.26168878262041,13.6894354806174,7.47184996183642e-13,2.21126731102705e-10,19.5118598412224
ENSG00000137801,THBS1,-0.61964524277853,-0.713556396917787,-0.525734088639272,5.97821344963036,-13.6160314881193,8.38382336466298e-13,2.43763341443087e-10,19.3985536667355
ENSG00000089250,NOS1,-0.223983636149895,-0.258035799790369,-0.18993147250942,-0.298732822634042,-13.5736355453422,8.9624058188686e-13,2.52361625865609e-10,19.3328718740171
ENSG00000187173,LCE2A,0.68337566853268,0.579470536577511,0.787280800487849,2.4325288166993,13.5721021196129,8.98409215354547e-13,2.52361625865609e-10,19.3304929205555
